date,year,month,day_of_week,day_name,season,location,pm25,pm10,no2,co,so2,o3,temperature,humidity,wind_speed,rainfall_mm,aqi,aqi_category
2023-05-30,2023,5,1,Tuesday,Dry,Matsapha,30.93,61.52,33.51,1.089,13.33,31.93,19.1,63.3,2.6,0.09,91,Unhealthy
2023-05-31,2023,5,2,Wednesday,Dry,Matsapha,26.73,51.89,34.6,1.047,14.41,33.96,17.5,55.8,2.9,0.05,82,Unhealthy
2023-06-01,2023,6,3,Thursday,Dry,Matsapha,32.17,55.08,39.8,1.365,14.72,33.03,13.5,49.0,2.2,0.03,93,Unhealthy
2023-06-02,2023,6,4,Friday,Dry,Matsapha,33.2,62.85,33.28,1.269,14.15,32.55,12.2,32.6,1.7,0.14,95,Unhealthy
2023-06-03,2023,6,5,Saturday,Dry,Matsapha,18.79,35.15,19.22,0.789,11.04,30.6,7.9,15.0,3.4,0.07,65,Moderate
2023-06-04,2023,6,6,Sunday,Dry,Matsapha,19.18,35.17,24.34,0.843,10.24,33.34,13.9,44.1,2.6,0.04,66,Moderate
2023-06-05,2023,6,0,Monday,Dry,Matsapha,27.59,52.61,32.92,1.194,10.95,33.43,21.5,43.9,3.6,0.08,84,Unhealthy
2023-06-06,2023,6,1,Tuesday,Dry,Matsapha,31.85,52.65,30.72,1.23,12.42,40.15,15.5,49.1,0.3,0.02,93,Unhealthy
2023-06-07,2023,6,2,Wednesday,Dry,Matsapha,27.09,54.31,38.62,1.212,14.08,31.12,12.5,36.0,3.4,0.03,83,Unhealthy
2023-06-08,2023,6,3,Thursday,Dry,Matsapha,34.79,65.37,38.08,1.443,11.85,34.2,17.0,55.0,2.8,0.04,99,Unhealthy
2023-06-09,2023,6,4,Friday,Dry,Matsapha,31.14,60.6,37.35,1.307,12.18,32.99,15.3,45.5,2.0,0.07,91,Unhealthy
2023-06-10,2023,6,5,Saturday,Dry,Matsapha,22.49,47.49,26.67,0.888,11.01,33.57,13.8,34.3,3.0,0.01,73,Moderate
2023-06-11,2023,6,6,Sunday,Dry,Matsapha,23.07,43.57,25.09,0.785,8.57,30.85,20.7,59.3,1.2,0.16,74,Moderate
2023-06-12,2023,6,0,Monday,Dry,Matsapha,27.24,47.58,37.48,1.171,13.64,32.53,18.4,62.3,2.8,0.02,83,Unhealthy
2023-06-13,2023,6,1,Tuesday,Dry,Matsapha,27.57,54.02,28.62,1.112,15.87,30.28,19.9,54.5,4.2,0.01,84,Unhealthy
2023-06-14,2023,6,2,Wednesday,Dry,Matsapha,25.47,45.93,34.3,1.243,14.67,31.96,21.5,55.1,4.0,0.02,79,Unhealthy
2023-06-15,2023,6,3,Thursday,Dry,Matsapha,36.42,69.54,40.36,0.947,13.89,31.55,14.6,36.1,3.3,0.05,103,Unhealthy
2023-06-16,2023,6,4,Friday,Dry,Matsapha,36.09,69.35,40.47,1.276,14.36,29.87,16.2,46.1,0.6,0.01,102,Unhealthy
2023-06-17,2023,6,5,Saturday,Dry,Matsapha,21.0,42.63,25.29,0.87,8.74,29.42,17.5,28.2,2.7,0.03,70,Moderate
2023-06-18,2023,6,6,Sunday,Dry,Matsapha,23.45,45.19,27.58,0.82,8.32,36.1,9.2,41.6,0.3,0.06,75,Moderate
2023-06-19,2023,6,0,Monday,Dry,Matsapha,34.59,62.22,25.91,1.326,14.07,30.88,20.4,23.2,3.3,0.03,98,Unhealthy
2023-06-20,2023,6,1,Tuesday,Dry,Matsapha,35.31,62.66,38.12,1.311,14.25,27.77,16.8,46.3,1.9,0.03,100,Unhealthy
2023-06-21,2023,6,2,Wednesday,Dry,Matsapha,34.75,73.8,36.38,1.053,14.34,33.81,14.3,23.1,0.9,0.0,99,Unhealthy
2023-06-22,2023,6,3,Thursday,Dry,Matsapha,29.52,64.18,40.49,1.295,12.72,31.65,16.9,24.7,2.5,0.02,88,Unhealthy
2023-06-23,2023,6,4,Friday,Dry,Matsapha,29.62,63.4,37.71,1.267,15.91,26.12,5.2,34.4,4.3,0.09,88,Unhealthy
2023-06-24,2023,6,5,Saturday,Dry,Matsapha,19.67,40.49,26.25,0.84,11.11,26.6,9.9,50.4,4.1,0.11,67,Moderate
2023-06-25,2023,6,6,Sunday,Dry,Matsapha,25.28,49.77,27.71,0.793,6.6,28.08,22.3,52.9,1.9,0.01,79,Unhealthy
2023-06-26,2023,6,0,Monday,Dry,Matsapha,34.24,65.6,25.31,1.104,12.28,34.43,19.6,43.9,3.3,0.0,98,Unhealthy
2023-06-27,2023,6,1,Tuesday,Dry,Matsapha,35.68,69.75,35.31,1.198,15.68,30.86,17.0,42.9,2.2,0.02,101,Unhealthy
2023-06-28,2023,6,2,Wednesday,Dry,Matsapha,27.05,47.7,33.44,1.346,13.52,29.18,10.8,35.9,3.2,0.03,82,Unhealthy
2023-06-29,2023,6,3,Thursday,Dry,Matsapha,34.15,62.21,47.47,1.419,14.17,31.28,20.3,40.9,2.0,0.16,97,Unhealthy
2023-06-30,2023,6,4,Friday,Dry,Matsapha,29.88,52.15,27.9,1.248,16.91,33.44,18.0,42.9,2.5,0.01,88,Unhealthy
2023-07-01,2023,7,5,Saturday,Dry,Matsapha,23.23,41.41,29.31,0.845,10.2,35.59,17.1,43.1,2.7,0.11,74,Moderate
2023-07-02,2023,7,6,Sunday,Dry,Matsapha,21.28,39.68,27.63,0.718,9.19,33.51,17.0,53.0,1.9,0.03,70,Moderate
2023-07-03,2023,7,0,Monday,Dry,Matsapha,34.32,58.68,37.72,1.225,18.59,32.84,16.6,31.0,2.2,0.02,98,Unhealthy
2023-07-04,2023,7,1,Tuesday,Dry,Matsapha,28.51,51.22,38.01,1.18,14.24,31.09,19.0,33.3,3.4,0.02,86,Unhealthy
2023-07-05,2023,7,2,Wednesday,Dry,Matsapha,29.69,59.83,38.11,1.164,14.54,30.08,16.8,35.1,3.0,0.02,88,Unhealthy
2023-07-06,2023,7,3,Thursday,Dry,Matsapha,32.37,58.15,31.93,1.487,12.97,36.68,16.0,47.3,3.8,0.08,94,Unhealthy
2023-07-07,2023,7,4,Friday,Dry,Matsapha,25.59,51.13,38.8,1.367,13.7,30.3,14.5,34.6,3.3,0.08,79,Unhealthy
2023-07-08,2023,7,5,Saturday,Dry,Matsapha,21.0,39.57,22.37,0.706,7.91,34.96,14.0,63.6,1.6,0.08,70,Moderate
2023-07-09,2023,7,6,Sunday,Dry,Matsapha,22.65,44.56,20.51,0.879,7.69,31.83,18.8,44.0,1.7,0.04,73,Moderate
2023-07-10,2023,7,0,Monday,Dry,Matsapha,31.39,62.52,30.94,1.485,13.14,28.04,19.9,35.7,3.6,0.05,92,Unhealthy
2023-07-11,2023,7,1,Tuesday,Dry,Matsapha,26.42,49.53,37.49,1.365,11.87,33.8,12.3,42.6,3.6,0.03,81,Unhealthy
2023-07-12,2023,7,2,Wednesday,Dry,Matsapha,30.39,115.19,35.95,1.094,13.61,31.74,16.0,29.0,3.5,0.05,89,Unhealthy
2023-07-13,2023,7,3,Thursday,Dry,Matsapha,32.54,63.24,39.68,1.216,13.2,34.06,14.3,47.2,3.3,0.04,94,Unhealthy
2023-07-14,2023,7,4,Friday,Dry,Matsapha,35.27,67.27,40.41,1.101,16.39,34.89,4.5,56.1,0.5,0.12,100,Unhealthy
2023-07-15,2023,7,5,Saturday,Dry,Matsapha,19.17,36.32,25.68,0.827,10.85,34.4,17.0,51.8,2.9,0.02,66,Moderate
2023-07-16,2023,7,6,Sunday,Dry,Matsapha,20.66,41.52,28.68,0.978,10.34,34.58,10.2,42.2,3.1,0.03,69,Moderate
2023-07-17,2023,7,0,Monday,Dry,Matsapha,26.43,53.94,39.63,1.05,13.8,30.04,14.5,34.3,3.7,0.05,81,Unhealthy
2023-07-18,2023,7,1,Tuesday,Dry,Matsapha,31.01,59.75,38.57,1.341,13.66,31.34,25.0,47.6,0.7,0.0,91,Unhealthy
2023-07-19,2023,7,2,Wednesday,Dry,Matsapha,29.16,56.1,42.16,1.17,10.42,25.84,11.3,46.7,2.5,0.05,87,Unhealthy
2023-07-20,2023,7,3,Thursday,Dry,Matsapha,32.8,64.07,37.67,1.135,15.82,31.82,17.8,53.2,2.6,0.01,95,Unhealthy
2023-07-21,2023,7,4,Friday,Dry,Matsapha,34.5,115.01,39.23,1.211,15.05,27.82,9.7,47.8,2.0,0.05,98,Unhealthy
2023-07-22,2023,7,5,Saturday,Dry,Matsapha,23.44,48.96,22.38,0.924,9.57,33.05,16.7,38.3,2.4,0.13,75,Moderate
2023-07-23,2023,7,6,Sunday,Dry,Matsapha,19.04,41.0,22.86,0.908,11.96,28.87,14.4,45.1,3.7,0.07,66,Moderate
2023-07-24,2023,7,0,Monday,Dry,Matsapha,27.24,52.57,31.15,1.097,15.14,33.04,10.0,42.7,3.4,0.03,83,Unhealthy
2023-07-25,2023,7,1,Tuesday,Dry,Matsapha,25.76,44.25,37.4,1.22,16.51,30.49,17.3,30.6,2.7,0.07,80,Unhealthy
2023-07-26,2023,7,2,Wednesday,Dry,Matsapha,33.48,69.71,32.92,1.271,13.5,32.95,19.4,31.9,1.0,0.03,96,Unhealthy
2023-07-27,2023,7,3,Thursday,Dry,Matsapha,33.71,63.13,40.19,1.327,15.92,31.07,15.9,32.4,3.7,0.0,96,Unhealthy
2023-07-28,2023,7,4,Friday,Dry,Matsapha,31.8,67.51,41.22,1.293,14.99,38.33,17.2,31.0,2.4,0.07,92,Unhealthy
2023-07-29,2023,7,5,Saturday,Dry,Matsapha,20.76,38.96,26.98,0.879,10.92,29.26,20.3,43.9,4.1,0.01,69,Moderate
2023-07-30,2023,7,6,Sunday,Dry,Matsapha,22.86,44.71,22.41,0.851,10.73,35.72,12.9,49.7,2.0,0.0,74,Moderate
2023-07-31,2023,7,0,Monday,Dry,Matsapha,35.14,63.76,32.15,1.393,14.33,34.75,12.7,41.0,1.3,0.0,99,Unhealthy
2023-08-01,2023,8,1,Tuesday,Dry,Matsapha,26.81,47.65,31.13,1.29,11.96,30.21,16.2,34.9,4.0,0.12,82,Unhealthy
2023-08-02,2023,8,2,Wednesday,Dry,Matsapha,30.49,54.42,29.71,1.083,13.7,36.15,14.5,57.9,2.6,0.07,90,Unhealthy
2023-08-03,2023,8,3,Thursday,Dry,Matsapha,28.82,52.82,30.71,1.101,11.99,33.33,20.4,53.1,3.3,0.13,86,Unhealthy
2023-08-04,2023,8,4,Friday,Dry,Matsapha,27.54,54.32,33.5,1.132,10.82,36.93,20.8,29.0,3.3,0.33,83,Unhealthy
2023-08-05,2023,8,5,Saturday,Dry,Matsapha,13.88,31.31,23.6,0.637,8.1,36.79,7.7,37.2,5.3,0.14,55,Moderate
2023-08-06,2023,8,6,Sunday,Dry,Matsapha,15.48,29.65,22.57,0.81,8.65,31.57,8.1,28.9,3.9,0.38,58,Moderate
2023-08-07,2023,8,0,Monday,Dry,Matsapha,31.58,60.42,35.31,0.968,11.17,34.05,4.8,51.2,2.3,0.34,92,Unhealthy
2023-08-08,2023,8,1,Tuesday,Dry,Matsapha,26.98,56.33,27.5,1.003,14.54,32.8,14.4,49.6,4.3,0.22,82,Unhealthy
2023-08-09,2023,8,2,Wednesday,Dry,Matsapha,30.38,59.01,33.06,0.947,13.56,29.89,16.5,50.0,2.1,0.05,89,Unhealthy
2023-08-10,2023,8,3,Thursday,Dry,Matsapha,27.87,57.7,36.0,1.142,14.81,33.22,16.1,33.3,4.4,0.0,84,Unhealthy
2023-08-11,2023,8,4,Friday,Dry,Matsapha,28.86,59.73,25.46,1.021,13.56,31.76,9.9,37.3,2.6,0.2,86,Unhealthy
2023-08-12,2023,8,5,Saturday,Dry,Matsapha,18.91,38.33,23.35,0.793,9.15,37.08,16.5,46.6,1.9,0.31,65,Moderate
2023-08-13,2023,8,6,Sunday,Dry,Matsapha,19.27,37.65,18.92,0.764,10.36,36.57,12.0,63.9,4.3,0.18,66,Moderate
2023-08-14,2023,8,0,Monday,Dry,Matsapha,27.46,98.23,38.15,1.089,12.48,32.06,14.2,43.7,3.0,0.56,83,Unhealthy
2023-08-15,2023,8,1,Tuesday,Dry,Matsapha,25.65,45.2,31.78,1.029,15.73,32.01,11.4,30.1,4.4,1.04,79,Unhealthy
2023-08-16,2023,8,2,Wednesday,Dry,Matsapha,30.74,53.66,37.28,0.994,9.78,30.03,16.9,28.2,2.2,0.28,90,Unhealthy
2023-08-17,2023,8,3,Thursday,Dry,Matsapha,27.54,50.29,29.96,1.029,12.58,37.54,13.7,50.3,2.8,0.28,83,Unhealthy
2023-08-18,2023,8,4,Friday,Dry,Matsapha,26.4,50.12,32.55,1.129,10.63,30.17,15.7,38.2,2.2,0.05,81,Unhealthy
2023-08-19,2023,8,5,Saturday,Dry,Matsapha,16.53,32.29,24.93,0.79,10.27,34.72,23.9,41.1,4.4,1.36,60,Moderate
2023-08-20,2023,8,6,Sunday,Dry,Matsapha,19.69,39.32,20.03,0.861,8.73,32.25,18.0,43.6,3.5,0.12,67,Moderate
2023-08-21,2023,8,0,Monday,Dry,Matsapha,26.93,51.59,40.59,1.222,11.99,29.57,17.7,43.4,3.8,0.2,82,Unhealthy
2023-08-22,2023,8,1,Tuesday,Dry,Matsapha,32.26,68.99,38.29,0.995,12.9,31.82,11.4,49.7,2.1,0.04,93,Unhealthy
2023-08-23,2023,8,2,Wednesday,Dry,Matsapha,23.89,44.32,31.4,0.993,11.58,29.94,16.9,49.7,2.8,0.27,76,Moderate
2023-08-24,2023,8,3,Thursday,Dry,Matsapha,28.58,51.37,38.08,0.941,13.26,31.92,9.7,40.0,2.6,0.02,86,Unhealthy
2023-08-25,2023,8,4,Friday,Dry,Matsapha,15.65,44.91,32.9,1.233,11.94,34.77,11.9,21.0,2.5,0.14,58,Moderate
2023-08-26,2023,8,5,Saturday,Dry,Matsapha,20.67,38.49,26.06,0.822,9.67,32.29,19.7,35.3,2.0,0.69,69,Moderate
2023-08-27,2023,8,6,Sunday,Dry,Matsapha,17.93,31.29,20.59,0.764,10.54,32.77,11.3,36.1,3.8,0.08,63,Moderate
2023-08-28,2023,8,0,Monday,Dry,Matsapha,25.62,46.93,26.56,1.178,9.79,30.25,13.8,42.0,2.1,0.04,79,Unhealthy
2023-08-29,2023,8,1,Tuesday,Dry,Matsapha,30.87,58.69,34.59,0.961,11.84,34.04,21.4,49.3,2.9,0.0,90,Unhealthy
2023-08-30,2023,8,2,Wednesday,Dry,Matsapha,26.09,52.56,27.7,1.022,11.62,31.76,15.1,64.2,3.5,0.22,80,Unhealthy
2023-08-31,2023,8,3,Thursday,Dry,Matsapha,30.21,61.92,37.3,1.291,15.2,36.62,13.0,32.9,1.3,0.04,89,Unhealthy
2023-09-01,2023,9,4,Friday,Dry,Matsapha,18.86,37.41,39.75,1.154,12.24,30.6,28.3,59.3,1.6,2.82,65,Moderate
2023-09-02,2023,9,5,Saturday,Dry,Matsapha,20.66,33.08,20.32,0.724,8.15,31.42,21.9,52.5,2.7,0.29,69,Moderate
2023-09-03,2023,9,6,Sunday,Dry,Matsapha,21.42,42.55,24.94,0.652,9.04,27.45,20.4,56.1,1.9,0.16,71,Moderate
2023-09-04,2023,9,0,Monday,Dry,Matsapha,28.21,54.16,34.42,1.016,13.63,31.62,17.6,72.2,2.0,0.82,85,Unhealthy
2023-09-05,2023,9,1,Tuesday,Dry,Matsapha,29.15,54.83,30.64,0.986,12.83,30.22,19.4,57.8,4.2,0.7,87,Unhealthy
2023-09-06,2023,9,2,Wednesday,Dry,Matsapha,29.93,61.32,29.26,0.919,10.95,35.82,27.3,61.0,4.2,0.02,88,Unhealthy
2023-09-07,2023,9,3,Thursday,Dry,Matsapha,27.53,58.99,31.8,0.838,14.86,25.61,27.0,58.1,3.4,1.47,83,Unhealthy
2023-09-08,2023,9,4,Friday,Dry,Matsapha,27.82,49.93,32.43,0.982,12.08,32.21,16.4,68.1,2.4,0.7,84,Unhealthy
2023-09-09,2023,9,5,Saturday,Dry,Matsapha,19.59,39.52,24.82,0.703,11.5,30.89,21.5,72.4,4.7,0.02,67,Moderate
2023-09-10,2023,9,6,Sunday,Dry,Matsapha,22.56,45.32,19.79,0.678,9.3,33.91,19.4,43.4,2.0,0.62,73,Moderate
2023-09-11,2023,9,0,Monday,Dry,Matsapha,25.16,52.42,35.29,0.9,13.35,29.0,18.4,60.6,4.6,0.08,78,Unhealthy
2023-09-12,2023,9,1,Tuesday,Dry,Matsapha,27.59,57.56,34.4,1.145,12.91,34.4,26.1,59.6,2.7,0.05,84,Unhealthy
2023-09-13,2023,9,2,Wednesday,Dry,Matsapha,33.62,67.32,34.26,1.081,13.44,28.8,17.6,42.7,1.6,0.06,96,Unhealthy
2023-09-14,2023,9,3,Thursday,Dry,Matsapha,24.27,40.56,28.37,0.898,13.82,33.61,19.2,77.9,4.6,0.55,77,Moderate
2023-09-15,2023,9,4,Friday,Dry,Matsapha,26.9,52.23,33.81,1.013,13.97,31.66,22.4,67.9,2.5,0.14,82,Unhealthy
2023-09-16,2023,9,5,Saturday,Dry,Matsapha,22.65,44.48,22.69,0.54,9.05,30.21,25.6,41.4,2.7,0.27,73,Moderate
2023-09-17,2023,9,6,Sunday,Dry,Matsapha,19.62,38.4,24.08,0.641,9.77,32.12,12.6,72.5,2.5,0.78,67,Moderate
2023-09-18,2023,9,0,Monday,Dry,Matsapha,26.51,57.94,34.77,0.973,15.22,32.71,22.5,56.9,2.7,0.88,81,Unhealthy
2023-09-19,2023,9,1,Tuesday,Dry,Matsapha,28.41,50.25,29.27,0.975,13.94,30.78,11.5,55.9,1.8,1.83,85,Unhealthy
2023-09-20,2023,9,2,Wednesday,Dry,Matsapha,23.95,43.78,31.95,0.916,13.05,27.81,24.1,58.1,3.9,1.4,76,Moderate
2023-09-21,2023,9,3,Thursday,Dry,Matsapha,29.93,64.4,36.52,0.823,12.03,32.18,16.2,46.5,1.3,2.14,88,Unhealthy
2023-09-22,2023,9,4,Friday,Dry,Matsapha,35.62,69.11,31.67,0.894,12.37,28.29,21.5,49.5,2.6,0.67,101,Unhealthy
2023-09-23,2023,9,5,Saturday,Dry,Matsapha,20.91,44.94,24.95,0.589,7.94,32.48,22.7,64.8,1.9,0.21,70,Moderate
2023-09-24,2023,9,6,Sunday,Dry,Matsapha,21.13,43.33,23.66,0.662,7.7,29.82,20.6,60.4,3.1,0.68,70,Moderate
2023-09-25,2023,9,0,Monday,Dry,Matsapha,33.28,68.34,33.42,0.988,13.29,33.27,23.7,52.1,1.9,0.67,96,Unhealthy
2023-09-26,2023,9,1,Tuesday,Dry,Matsapha,27.17,56.16,34.21,1.073,13.47,31.44,18.2,62.7,2.7,0.22,83,Unhealthy
2023-09-27,2023,9,2,Wednesday,Dry,Matsapha,25.84,45.23,40.73,1.01,14.3,31.99,20.9,56.3,2.7,0.76,80,Unhealthy
2023-09-28,2023,9,3,Thursday,Dry,Matsapha,31.8,53.78,30.62,0.819,12.64,31.22,21.4,48.8,1.5,1.2,92,Unhealthy
2023-09-29,2023,9,4,Friday,Dry,Matsapha,26.45,51.0,28.78,0.807,11.76,33.47,23.0,67.4,4.6,0.3,81,Unhealthy
2023-09-30,2023,9,5,Saturday,Dry,Matsapha,19.47,42.12,21.76,0.648,8.6,32.47,23.1,47.8,2.0,0.56,66,Moderate
2023-10-01,2023,10,6,Sunday,Wet,Matsapha,9.59,19.78,16.04,0.481,4.97,44.26,27.7,72.4,7.3,1.38,40,Good
2023-10-02,2023,10,0,Monday,Wet,Matsapha,17.15,29.29,22.19,0.691,12.32,49.05,26.4,80.6,1.7,8.36,62,Moderate
2023-10-03,2023,10,1,Tuesday,Wet,Matsapha,21.04,39.92,21.21,0.687,9.22,50.55,27.2,89.2,3.9,0.64,70,Moderate
2023-10-04,2023,10,2,Wednesday,Wet,Matsapha,19.59,36.11,18.06,0.774,12.75,43.45,27.2,57.1,4.6,0.1,67,Moderate
2023-10-05,2023,10,3,Thursday,Wet,Matsapha,14.74,25.91,26.59,0.596,11.3,48.17,32.1,63.0,6.2,3.96,57,Moderate
2023-10-06,2023,10,4,Friday,Wet,Matsapha,23.36,49.23,24.52,0.663,8.17,46.14,26.9,80.6,2.4,1.58,75,Moderate
2023-10-07,2023,10,5,Saturday,Wet,Matsapha,8.47,17.0,15.03,0.513,7.24,46.74,30.9,75.6,5.9,9.46,35,Good
2023-10-08,2023,10,6,Sunday,Wet,Matsapha,10.08,19.72,18.08,0.482,6.28,46.94,25.1,82.6,2.9,2.17,42,Moderate
2023-10-09,2023,10,0,Monday,Wet,Matsapha,19.13,37.0,22.17,0.647,9.52,47.54,26.6,81.4,3.4,1.67,66,Moderate
2023-10-10,2023,10,1,Tuesday,Wet,Matsapha,15.09,28.36,24.52,0.672,9.79,47.84,28.0,77.8,6.6,0.73,57,Moderate
2023-10-11,2023,10,2,Wednesday,Wet,Matsapha,17.11,33.46,21.38,0.672,10.91,46.74,28.3,75.4,5.3,0.11,62,Moderate
2023-10-12,2023,10,3,Thursday,Wet,Matsapha,12.94,24.6,22.86,0.695,9.11,45.78,29.7,73.9,5.5,3.35,53,Moderate
2023-10-13,2023,10,4,Friday,Wet,Matsapha,17.97,34.84,22.3,0.631,10.12,39.4,26.2,73.8,3.2,2.33,63,Moderate
2023-10-14,2023,10,5,Saturday,Wet,Matsapha,11.36,18.73,17.39,0.484,7.96,47.17,34.3,75.3,6.0,0.3,47,Moderate
2023-10-15,2023,10,6,Sunday,Wet,Matsapha,11.56,21.95,14.26,0.483,5.85,46.08,26.9,75.8,3.5,3.13,48,Moderate
2023-10-16,2023,10,0,Monday,Wet,Matsapha,15.94,31.68,25.26,0.685,8.69,47.87,24.4,60.5,5.1,3.56,59,Moderate
2023-10-17,2023,10,1,Tuesday,Wet,Matsapha,17.38,33.97,24.2,0.662,10.32,51.28,33.6,53.2,3.5,2.35,62,Moderate
2023-10-18,2023,10,2,Wednesday,Wet,Matsapha,18.31,38.3,22.17,0.662,7.56,47.63,25.0,86.6,4.4,0.5,64,Moderate
2023-10-19,2023,10,3,Thursday,Wet,Matsapha,16.97,36.63,21.21,0.765,8.24,52.93,31.9,67.2,5.0,0.26,61,Moderate
2023-10-20,2023,10,4,Friday,Wet,Matsapha,18.73,34.65,28.68,0.619,7.61,48.31,27.6,77.6,1.6,2.13,65,Moderate
2023-10-21,2023,10,5,Saturday,Wet,Matsapha,9.79,20.33,16.94,0.55,5.77,50.16,29.4,83.9,5.5,3.02,41,Good
2023-10-22,2023,10,6,Sunday,Wet,Matsapha,10.4,20.51,17.15,0.4,6.37,51.93,24.9,85.1,5.4,3.8,43,Moderate
2023-10-23,2023,10,0,Monday,Wet,Matsapha,16.06,29.62,21.78,0.739,9.56,45.64,27.6,75.4,5.1,6.24,59,Moderate
2023-10-24,2023,10,1,Tuesday,Wet,Matsapha,20.95,41.79,20.95,0.653,10.23,47.37,23.0,65.4,3.1,0.88,70,Moderate
2023-10-25,2023,10,2,Wednesday,Wet,Matsapha,13.8,24.87,21.49,0.668,8.77,45.9,25.3,79.3,5.4,2.65,55,Moderate
2023-10-26,2023,10,3,Thursday,Wet,Matsapha,19.78,41.44,24.48,0.621,8.38,49.93,24.9,65.7,4.8,0.2,67,Moderate
2023-10-27,2023,10,4,Friday,Wet,Matsapha,14.01,27.84,28.5,0.666,9.89,50.71,25.5,81.7,3.8,16.13,55,Moderate
2023-10-28,2023,10,5,Saturday,Wet,Matsapha,13.37,25.06,15.09,0.442,6.12,48.79,25.7,83.8,4.3,0.88,54,Moderate
2023-10-29,2023,10,6,Sunday,Wet,Matsapha,9.39,20.33,20.07,0.519,8.61,43.2,31.7,75.4,5.4,2.71,39,Good
2023-10-30,2023,10,0,Monday,Wet,Matsapha,13.61,28.37,18.37,0.558,7.52,45.27,25.8,67.3,4.8,3.93,54,Moderate
2023-10-31,2023,10,1,Tuesday,Wet,Matsapha,22.16,41.97,31.2,0.657,10.72,48.14,32.0,56.6,2.4,0.15,72,Moderate
2023-11-01,2023,11,2,Wednesday,Wet,Matsapha,20.73,40.28,22.84,0.633,10.12,51.77,27.5,74.0,2.0,1.18,69,Moderate
2023-11-02,2023,11,3,Thursday,Wet,Matsapha,18.48,35.1,29.76,0.621,8.09,48.39,26.8,79.6,4.5,4.98,64,Moderate
2023-11-03,2023,11,4,Friday,Wet,Matsapha,21.14,43.51,22.79,0.528,10.24,47.08,23.1,71.2,3.8,0.01,70,Moderate
2023-11-04,2023,11,5,Saturday,Wet,Matsapha,13.89,26.56,14.95,0.479,6.04,51.45,25.6,64.0,4.9,0.39,55,Moderate
2023-11-05,2023,11,6,Sunday,Wet,Matsapha,8.9,18.2,23.33,0.478,7.51,48.67,19.8,72.0,6.8,2.06,37,Good
2023-11-06,2023,11,0,Monday,Wet,Matsapha,16.11,34.3,27.74,0.737,9.61,41.78,32.7,81.7,3.5,4.63,59,Moderate
2023-11-07,2023,11,1,Tuesday,Wet,Matsapha,16.42,29.38,26.73,0.634,10.39,45.14,31.0,71.2,4.3,5.28,60,Moderate
2023-11-08,2023,11,2,Wednesday,Wet,Matsapha,21.83,40.85,19.25,0.73,8.62,50.37,30.8,72.8,2.1,1.4,71,Moderate
2023-11-09,2023,11,3,Thursday,Wet,Matsapha,15.61,29.64,25.89,0.687,8.0,48.37,30.9,70.3,4.1,13.55,58,Moderate
2023-11-10,2023,11,4,Friday,Wet,Matsapha,15.03,30.42,22.56,0.686,10.12,45.66,24.2,75.4,5.2,3.21,57,Moderate
2023-11-11,2023,11,5,Saturday,Wet,Matsapha,10.79,21.95,20.28,0.464,5.89,45.34,22.5,75.3,3.8,7.64,45,Moderate
2023-11-12,2023,11,6,Sunday,Wet,Matsapha,10.68,21.67,16.64,0.441,7.59,46.19,19.1,75.0,4.8,6.28,44,Moderate
2023-11-13,2023,11,0,Monday,Wet,Matsapha,11.94,23.37,31.03,0.597,8.07,41.75,28.8,56.9,7.4,3.94,50,Moderate
2023-11-14,2023,11,1,Tuesday,Wet,Matsapha,18.54,36.86,24.73,0.771,9.21,51.63,25.8,88.0,3.4,3.12,65,Moderate
2023-11-15,2023,11,2,Wednesday,Wet,Matsapha,18.09,35.33,22.41,0.761,10.56,48.48,25.4,69.5,3.8,7.2,64,Moderate
2023-11-16,2023,11,3,Thursday,Wet,Matsapha,21.85,42.73,26.94,0.769,8.47,42.65,26.7,62.5,2.4,1.87,72,Moderate
2023-11-17,2023,11,4,Friday,Wet,Matsapha,18.36,41.02,26.35,0.642,8.22,47.34,32.3,66.4,2.7,2.17,64,Moderate
2023-11-18,2023,11,5,Saturday,Wet,Matsapha,9.16,19.6,14.29,0.48,7.06,47.27,24.1,82.5,1.5,21.58,38,Good
2023-11-19,2023,11,6,Sunday,Wet,Matsapha,10.08,22.16,15.31,0.384,6.27,45.53,27.7,72.4,4.8,3.45,42,Moderate
2023-11-20,2023,11,0,Monday,Wet,Matsapha,12.41,24.38,20.7,0.66,8.86,47.81,25.8,73.4,3.8,11.37,52,Moderate
2023-11-21,2023,11,1,Tuesday,Wet,Matsapha,15.96,32.27,19.48,0.673,9.57,39.14,21.1,92.2,3.6,3.81,59,Moderate
2023-11-22,2023,11,2,Wednesday,Wet,Matsapha,18.45,35.24,22.79,0.77,8.49,43.52,29.8,69.6,3.7,3.57,64,Moderate
2023-11-23,2023,11,3,Thursday,Wet,Matsapha,17.93,33.47,22.77,0.59,10.48,48.79,27.2,80.0,3.6,5.24,63,Moderate
2023-11-24,2023,11,4,Friday,Wet,Matsapha,18.5,37.95,19.89,0.741,9.23,52.02,24.1,86.3,4.4,7.55,64,Moderate
2023-11-25,2023,11,5,Saturday,Wet,Matsapha,5.72,12.18,13.42,0.511,6.12,47.14,29.4,77.4,3.7,7.85,24,Good
2023-11-26,2023,11,6,Sunday,Wet,Matsapha,12.27,20.79,14.6,0.426,6.5,44.57,23.3,67.9,3.6,2.61,51,Moderate
